ST_NAME,DIST_NAME,AC_NO,CITYNAME,POPULATION,LON_CITY,LAT_CITY
Bihar,Samastipur,137,Mohiuddinagar,13418,85.666667,25.5833333
Bihar,Samastipur,139,Rusera,27150,86.03,25.75
Bihar,Samastipur,133,SamastIpur,55930,85.78,25.85
Bihar,Saran,118,Chhapra,174088,84.75,25.7666667
Bihar,Vaishali,122,Dighwara,26800,84.98,25.75
Bihar,Saran,117,Marhaura,24078,84.87,25.97
Bihar,Saran,118,Revelganj,33237,84.67,25.78
Bihar,Vaishali,122,Sonepur,32709,85.18,25.7
Bihar,Sheikhpura *,170,Bar Bigha,37388,85.73,25.22
Bihar,Sheikhpura *,170,Shaikhpura,42051,85.85,25.15
Bihar,Sheohar *,22,Shivhar,20410,85.28,26.52
Bihar,Sitamarhi,23,Bairgania,34111,85.28,26.75
Bihar,Sitamarhi,30,Belsand,17374,85.4,26.45
Bihar,Sitamarhi,28,Dumra,14173,85.5166667,26.5666667
Bihar,Sitamarhi,26,Janakpur Road,13006,85.7166667,26.4833333
Bihar,Sitamarhi,23,Sitamarhi,55345,85.4833333,26.6
Bihar,Siwan,109,Maharajganj,20496,84.48,26.12
Bihar,Siwan,106,Mairwa,18227,84.15,26.2333333
Bihar,Siwan,105,Siwan,105381,84.35,26.23
Uttar Pradesh,Ghazipur,378,Birpur,17285,83.85,25.5333333
Bihar,Supaul *,41,Nirmali,15739,86.5833333,26.3166667
Bihar,Supaul *,43,Supaul,52665,86.6,26.12
Bihar,Vaishali,123,HajIpur,115684,85.2,25.68
Bihar,Vaishali,124,Lalganj,29269,85.18,25.87
Bihar,Vaishali,127,Mahnar Bazar,36668,85.43,25.62
Bihar,Begusarai,143,Baruni,76883,85.98,25.48
Bihar,Madhepura,71,BiharIganj,29765,86.98,25.73
Bihar,Supaul *,45,Chhatapur,21152,87.02,26.22
Bihar,Rohtas,211,Nasriganj,21025,84.33,25.05
Bihar,Purba Champaran,11,Sagauli,30567,84.73,26.78
Bihar,Bhojpur,194,Ara,13825,84.6666667,25.5666667
Uttar Pradesh,Chandauli *,383,Garhwa,35787,83.216667,24.733333
Chhattisgarh,Baster,86,JAGDALPUR,74709,82.0333333,19.0666667
Chhattisgarh,Baster,83,KONDAGAON,26524,81.6666667,19.6
Chhattisgarh,Bilaspur,31,Ratanpur,19424,82.18,22.19
Chhattisgarh,Bilaspur,30,BILASPUR,261386,82.15,22.0833333
Chhattisgarh,Bilaspur,25,KOTA,14859,82.0333333,22.3
Chhattisgarh,Bilaspur,28,LORMI,11966,81.7333333,22.2833333
Chhattisgarh,Bilaspur,27,MUNGELI,27280,81.6833333,22.0666667
Chhattisgarh,Bilaspur,24,PENDRA,12316,81.95,22.7666667
Chhattisgarh,Korba *,22,MONGRA,11081,82.6,22.32
Chhattisgarh,Bilaspur,28,TAKHATPUR,16563,81.8666667,22.15
Chhattisgarh,Dhamtari *,58,DHAMTARI,80725,81.5497222,20.7072222
Chhattisgarh,Dhamtari *,57,KURUD,11671,81.7213889,20.8322222
Chhattisgarh,Durg,59,Balod,20708,81.2047222,20.73
Chhattisgarh,Durg,69,Bemetara,22776,81.5333333,21.7
Chhattisgarh,Durg,62,BhilaiNagar,539950,81.4333333,21.2166667
Chhattisgarh,Durg,60,DalliRajhara,49345,81.0758333,20.5819444
Chhattisgarh,Durg,68,DHAMDHA,8457,81.3166667,21.45
Chhattisgarh,Durg,64,Durg,225385,81.2833333,21.1833333
Chhattisgarh,Durg,67,Jamul,21090,81.4,21.25
Chhattisgarh,Mahasamund *,41,Khamhria,6627,82.2666667,20.9833333
Chhattisgarh,Durg,62,KUMHARI,27401,81.5166667,21.2666667
Chhattisgarh,Durg,62,PATAN,8528,81.5333333,21.0333333
Chhattisgarh,Janjgir - Champa*,35,Sakti,19864,82.959,22.0279
Chhattisgarh,Raipur,43,Shivrinarayan,7904,82.65,21.67
Chhattisgarh,Janjgir - Champa*,33,Akaltara,20105,82.4333333,22.0166667
Chhattisgarh,Janjgir - Champa*,33,Baloda,11139,82.4833333,22.15
Chhattisgarh,Jashpur *,12,CHAMPA,37078,83.75,23.2166667
Chhattisgarh,Jashpur *,12,JASHPURNAGAR,19571,84.15,22.9
Chhattisgarh,Jashpur *,14,PATHALGAON,13703,83.4666667,22.5666667
Chhattisgarh,Kanker *,81,KANKER,24077,81.4930556,20.2719444
Chhattisgarh,Kawardha *,72,Kawardha,30896,81.25,22.0166667
Chhattisgarh,Kawardha *,71,PANDARIA,12227,81.4166667,22.2333333
Chhattisgarh,Korba *,22,KATGHORA,18116,82.55,22.5
Chhattisgarh,Korba *,21,KORBA,287645,82.6833333,22.35
Chhattisgarh,Koriya *,3,Baikunthpur,9823,82.55,23.25
Chhattisgarh,Mahasamund *,41,Bagbahara,16326,82.3833333,21.0333333
Chhattisgarh,Mahasamund *,42,MAHASAMUND,46331,82.1,21.1
Chhattisgarh,Mahasamund *,40,PITHORA,8014,82.5166667,21.2666667
Chhattisgarh,Raigarh,19,DHARAMJAIGARH,13317,83.2166667,22.4666667
Chhattisgarh,Raigarh,19,GHARGHODA,7989,83.35,22.1666667
Chhattisgarh,Raigarh,18,KHARSIA,17146,83.1166667,21.9666667
Chhattisgarh,Raigarh,16,RAIGARH,108716,83.4,21.9
Chhattisgarh,Raipur,45,Tildanewra,25958,81.798866,21.55377
Chhattisgarh,Raipur,53,Arang,16343,81.9666667,21.1
Chhattisgarh,Raipur,45,Balodabazar,22234,82.1666667,21.6666667
Chhattisgarh,Rajnandgaon,75,Bhanpuri,15946,80.9166667,21.1
Chhattisgarh,Raipur,46,BHATAPARA,49598,81.9333333,21.7333333
Chhattisgarh,Raipur,43,BHATGAON,8261,82.8,21.6666667
Chhattisgarh,Raipur,51,Raipur,589106,81.6333333,21.2333333
Chhattisgarh,Rajnandgaon,73,CHHUIKHADAN,6394,80.9833333,21.5333333
Chhattisgarh,Rajnandgaon,76,DONGARGAON,11322,80.85,20.9666667
Chhattisgarh,Rajnandgaon,73,GANDAI,11692,81.1,21.6666667
Chhattisgarh,Rajnandgaon,73,KHAIRAGARH,14983,80.9666667,21.4166667
Chhattisgarh,Rajnandgaon,75,RAJNANDGAON,141776,81.0333333,21.1
Chhattisgarh,Surguja,10,Ambikapur,64594,83.2,23.1166667
Chhattisgarh,Raipur,48,Phunderdihari,15702,81.7,21.2166667
Delhi,NEW,40,DELHIMUNICIPALCORPORATION(U),9571285,77.205824,28.63769
Delhi,CHANDNI CHOWK,20,NEWDELHIMUNICIPALCOUNCIL,287391,77.216667,28.666667
Goa,North Goa,10,ALDONA,6161,73.8666667,15.5833333
Goa,North Goa,23,BANDORA,11956,73.9666667,15.4
Goa,North Goa,3,BICHOLIM,14791,73.95,15.6
Goa,North Goa,7,CALANGUTE,15340,73.8,15.52
Goa,North Goa,16,CARAPUR,5200,73.9666667,15.55
Goa,North Goa,13,CHIMBEL,11682,73.874722,15.493056
Goa,North Goa,4,COLVALE,5337,73.8333333,15.6166667
Goa,North Goa,21,CURTI,12742,74.0166667,15.4166667
Goa,North Goa,14,GOAVELHA,5275,73.8666667,15.4333333
Goa,North Goa,5,GUIRIM,6192,73.8,15.5833333
Goa,North Goa,5,MAPUSA,39183,73.82,15.59
Goa,North Goa,13,PANAJI,57311,73.8333333,15.4833333
Goa,North Goa,2,PENHADEFRANCA,14940,73.79,15.71
Goa,North Goa,2,PERNEM,5209,73.8,15.7166667
Goa,North Goa,21,PONDA,17359,74.0166667,15.4
Goa,North Goa,23,QUEULA,5315,73.9666667,15.3833333
Goa,North Goa,8,SALIGAO,5413,73.7666667,15.55
Goa,North Goa,18,SANQUELIM,10910,74,15.5833333
Goa,North Goa,6,SIOLIM,10052,73.7666667,15.6166667
Goa,North Goa,19,VALPOI,7796,74.1333333,15.5333333
Goa,South Goa,40,CANACONA,11746,74.0166667,15.0166667
Goa,South Goa,25,CHICALIM,7413,73.8339,15.389268
Goa,South Goa,32,CHINCHINIM,6856,73.9666667,15.2
Goa,South Goa,35,CUNCOLIM,15758,73.9833333,15.1666667
Goa,South Goa,28,CURCHOREMCACORA,21087,73.94,15.34
Goa,South Goa,35,DAVORLIM,10649,73.9833333,15.25
Goa,South Goa,28,MARGAO,76427,73.95,15.3
Goa,North Goa,17,NAVELIM,10737,73.98,15.529722
Goa,South Goa,36,QUEPEM,12326,74.0666667,15.2166667
Goa,South Goa,27,SANCOALE,15213,73.9,15.3666667
Goa,South Goa,39,SANGUEM,6161,74.1666667,15.2333333
Gujarat,Ahmadabad,44,Ahmadabad,3456164,72.6166667,23.0333333
Gujarat,Ahmadabad,40,Bavla,30256,72.37,22.83
Gujarat,Ahmadabad,44,Chandlodiya,53498,72.56,23.1
Gujarat,Ahmadabad,59,Dhandhuka,29374,71.98,22.37
Gujarat,Ahmadabad,58,Dholka,53389,72.44,22.74
Gujarat,Ahmadabad,44,Ghatlodiya,100718,72.55,23.05
Gujarat,Jamnagar,80,Jodhpur,43268,70.03,21.879722
Gujarat,Gandhinagar,35,Kali,33775,72.61,23.1
Gujarat,Jamnagar,82,Lambha,16305,69.3166667,21.9
Gujarat,Ahmadabad,44,Memnagar,35607,72.54,23.04
Gujarat,Rajkot,71,Ramod,24959,70.928333,21.968611
Gujarat,Ahmadabad,44,Ranip,84393,72.54,23.03
Gujarat,Ahmadabad,40,Sanand,31612,72.38,22.98
Gujarat,Ahmadabad,42,Sarkhej,21146,72.5,22.98
Gujarat,Ahmadabad,41,Thaltej,37350,72.511944,23.051111
Gujarat,Ahmadabad,43,Vastral,36178,72.671389,22.996111
Gujarat,Ahmadabad,44,Vastrapur,22779,72.528611,23.038611
Gujarat,Panch Mahals,127,Vejalpur,110980,73.56,22.68
Gujarat,Ahmadabad,39,Viramgam,51763,72.033333,23.1166667
Gujarat,Amreli,95,Amreli,87699,71.22,21.61
Gujarat,Amreli,94,Bagasara,31432,70.95,21.48
Gujarat,Amreli,94,Chalala,16490,71.1666667,21.4166667
Gujarat,Amreli,96,Damnagar,16294,71.5166667,21.7
Gujarat,Amreli,98,Jafrabad,24208,71.361944,20.866667
Gujarat,Amreli,97,Kundla,72757,71.299722,21.35
Gujarat,Amreli,96,Lathi,20480,71.38,21.72
Gujarat,Amreli,98,Rajula,31761,71.43,21.05
Gujarat,Anand  *,112,Anand,128290,72.95,22.56
Gujarat,Anand  *,110,Anklav,19308,73,22.399722
Gujarat,Anand  *,109,Borsad,55481,72.9,22.42
Gujarat,Anand  *,112,Karamsad,28066,72.9,22.55
Gujarat,Anand  *,108,Khambhat,80057,72.61,22.32
Gujarat,Anand  *,111,Ode,17991,73.1166667,22.6166667
Gujarat,Anand  *,113,Petlad,50891,72.79,22.48
Gujarat,Anand  *,111,Umreth,31976,73.12,22.7
Gujarat,Anand  *,112,Vallabh Vidhyanagar,28526,72.9,22.5333333
Gujarat,Banas Kantha,13,Deesa,81250,72.1666667,24.25
Gujarat,Banas Kantha,9,Dhanera,21626,72.02,24.52
Gujarat,Banas Kantha,11,Kanodar,10848,72.3833333,24.1
Gujarat,Banas Kantha,12,Palanpur,106979,72.43,24.17
Gujarat,Banas Kantha,8,Tharad,22271,71.63,24.4
Gujarat,Bharuch,154,Anklesvar,66119,72.98,21.63
Gujarat,Bharuch,153,Bharuch,146785,72.97,21.71
Gujarat,Bharuch,150,Jambusar,37986,72.8,22.05
Gujarat,Bhavnagar,104,Bhavnagar,498886,72.15,21.7666667
Gujarat,Bhavnagar,107,Botad,95775,71.66,22.18
Gujarat,Bhavnagar,106,Gadhda,26233,71.55,21.97
Gujarat,Bhavnagar,101,Gariadhar,29212,71.58,21.53
Gujarat,Bhavnagar,99,Mahuva,69478,71.75,21.1
Gujarat,Bhavnagar,102,Palitana,50830,71.83,21.52
Gujarat,Bhavnagar,103,Sihor,45452,71.97,21.7
Gujarat,Bhavnagar,100,Talaja,25223,72.05,21.35
Gujarat,Dohad  *,132,Dahod,77814,74.25,22.84
Gujarat,Dohad  *,134,Devgadbaria,18719,73.9,22.7
Gujarat,Dohad  *,130,Zalod,24460,74.154722,23.086944
Gujarat,Gandhinagar,35,Chandkheda,53069,72.61,23.15
Gujarat,Gandhinagar,34,Dahegam,37355,72.82,23.17
Gujarat,Gandhinagar,36,GandhInagar,187044,72.6833333,23.2166667
Gujarat,Gandhinagar,38,Kalol,98065,72.49,23.25
Gujarat,Gandhinagar,37,Mansa,27456,72.67,23.43
Gujarat,Ahmadabad,44,Motera,19261,72.597222,23.091667
Gujarat,Jamnagar,78,Bedi,18300,70.05,22.5
Gujarat,Jamnagar,81,Bhanvad,19385,69.78,21.93
Gujarat,Jamnagar,76,Dhrol,22867,70.42,22.57
Gujarat,Jamnagar,82,Dwarka,32981,68.97,22.25
Gujarat,Jamnagar,80,Jamjodhpur,22437,70.033611,21.900556
Gujarat,Jamnagar,78,Jamnagar,435782,70.0666667,22.4666667
Gujarat,Jamnagar,76,Kalavad,24441,70.38,22.22
Gujarat,Jamnagar,81,Khambhaliya,35963,69.65,22.2
Gujarat,Ahmadabad,39,Mithapur,13218,71.9333333,23.3333333
Gujarat,Jamnagar,82,OkhaPort,18374,69.07,22.472778
Gujarat,Jamnagar,77,Sikka,17255,69.8333333,22.4333333
Gujarat,Junagadh,85,Bantwa,14834,70.0833333,21.4833333
Gujarat,Jamnagar,81,Joshipura,27101,69.8644444,21.8422222
Gujarat,Junagadh,86,Junagadh,164411,70.4666667,21.5166667
Gujarat,Junagadh,88,Keshod,61807,70.23,21.31
Gujarat,Junagadh,92,KodInar,31948,70.7,20.78
Gujarat,Junagadh,85,Manavadar,27111,70.13,21.5
Gujarat,Junagadh,89,Mangrol,54002,70.12,21.12
Gujarat,Junagadh,93,Una,49839,71.03,20.82
Gujarat,Junagadh,87,Visavadar,17928,70.7915,21.34882
Gujarat,Kheda,121,Balasinor,33269,73.33,22.95
Gujarat,Kheda,118,Chaklasi,35137,72.93,22.65
Gujarat,Kheda,119,Dakor,23421,73.15,22.75
Gujarat,Kheda,120,Kapadwanj,43619,73.07,23.02
Gujarat,Kheda,115,Kheda,23800,72.68,22.75
Gujarat,Kheda,117,Mahemdavad,30266,72.77,22.83
Gujarat,Kheda,118,Mahudha,15384,72.9333333,22.8166667
Gujarat,Kheda,116,Nadiad,190060,72.85,22.7
Gujarat,Mahesana,24,Kadi,55660,72.33,23.31
Gujarat,Mahesana,20,Kheralu,19950,72.62,23.88
Gujarat,Mahesana,25,Mahesana,97851,72.38,23.6
Gujarat,Mahesana,21,Unjha,53574,72.38,23.81
Gujarat,Mahesana,21,Vadnagar,25056,72.63,23.78
Gujarat,Mahesana,26,Vijapur,24902,72.75,23.57
Gujarat,Mahesana,22,Visnagar,64175,72.55,23.7
Gujarat,Narmada  *,148,RajpIpla,34736,73.5,21.87
Gujarat,Navsari  *,176,BIlImora,50108,72.95,20.78
Gujarat,Navsari  *,175,Gandevi,15445,72.9833333,20.8166667
Gujarat,Navsari  *,174,Jalalpore,15838,72.9,20.9666667
Gujarat,Navsari  *,175,Navsari,133196,72.92,20.96
Gujarat,Navsari  *,175,Vijalpor,50722,72.921389,20.946389
Gujarat,Panch Mahals,126,Godhra,119079,73.6,22.77
Gujarat,Panch Mahals,128,Halol,39872,73.47,22.5
Gujarat,Panch Mahals,127,Kalol,24327,73.45,22.6
Gujarat,Panch Mahals,122,Lunavada,32799,73.62,23.13
Gujarat,Patan  *,17,Chanasma,15422,72.1166667,23.7166667
Gujarat,Patan  *,17,Harij,17926,71.9,23.7
Gujarat,Patan  *,18,Patan,110331,72.11,23.86
Gujarat,Patan  *,16,Radhanpur,31171,71.6,23.83
Gujarat,Patan  *,19,Siddhapur,53296,72.37,23.92
Gujarat,Porbandar  *,83,Chaya,37039,69.63,21.61
Gujarat,Porbandar  *,84,Kutiyana,16679,69.9833333,21.6333333
Gujarat,Porbandar  *,83,Porbandar,131346,69.61,21.64
Gujarat,Porbandar  *,84,Ranavav,23696,69.75,21.68
Gujarat,Rajkot,75,Bhayavadar,17788,70.25,21.85
Gujarat,Rajkot,75,Dhoraji,80490,70.44,21.74
Gujarat,Rajkot,73,Gondal,94328,70.8,21.97
Gujarat,Rajkot,72,Jasdan,37778,71.2,22.03
Gujarat,Rajkot,74,Jetpur,100736,70.61,21.75
Gujarat,Rajkot,70,Rajkot,915190,70.7833333,22.3
Gujarat,Rajkot,75,Upleta,54976,70.27,21.75
Gujarat,Sabar Kantha,27,Himatnagar,57552,72.96,23.6
Gujarat,Sabar Kantha,28,Idar,29063,73,23.83
Gujarat,Sabar Kantha,29,Khed Brahma,24556,73.05,24.03
Gujarat,Sabar Kantha,31,Modasa,52721,73.3,23.47
Gujarat,Sabar Kantha,33,Prantij,22139,72.86,23.44
Gujarat,Surat,169,Bardoli,50414,73.12,21.12
Gujarat,Bharuch,154,Kosamba,14426,72.95,21.4833333
Gujarat,Surat,172,Songadh,21681,73.57,21.17
Gujarat,Surat,159,Surat,2318615,72.8333333,21.1666667
Gujarat,Surat,171,Vyara,35305,73.404,21.1115
Gujarat,Surendranagar,64,Dhrangadhra,69272,71.46,23
Gujarat,Surendranagar,64,Halvad,23803,71.18,23.02
Gujarat,Surendranagar,61,Limbdi,39562,71.8,22.57
Gujarat,Surendranagar,62,Surendranagar,150462,71.67,22.71
Gujarat,Surendranagar,63,Thangad,35442,71.18,22.57
Gujarat,Surendranagar,62,Wadhwan,60191,71.6833333,22.7
Gujarat,Vadodara,137,Chhota Udaipur,22553,74.01,22.32
Gujarat,Vadodara,140,Dabhoi,54480,73.41,22.13
Gujarat,Vadodara,147,Karjan,25415,73.1208333,22.0538888
Gujarat,Vadodara,146,Padra,35703,73.08,22.23
Gujarat,Vadodara,145,Tarsali,25038,73.217222,22.258056
Gujarat,Vadodara,143,Vadodara,1277357,73.2,22.3
Gujarat,Surat,158,Abrama,20507,72.9122222,21.2741667
Gujarat,Valsad,178,Dharampur,19570,73.18,20.53
Gujarat,Valsad,180,Dungra,23907,72.91,20.48
Gujarat,Valsad,180,Pardi,24647,72.95,20.52
Gujarat,Valsad,179,Parnera,10444,72.95,20.55
Gujarat,Bharuch,154,Umbergaon,20649,72.764167,21.541111
Gujarat,Valsad,179,Valsad,67645,72.92,20.62
Gujarat,Valsad,180,Vapi,65785,72.94,20.385
Gujarat,Kachchh,4,Anjar,64850,70.02,23.12
Gujarat,Kachchh,5,Bhachau,23305,70.35,23.28
Gujarat,Kachchh,3,Bhuj,129448,69.6666667,23.2666667
Gujarat,Amreli,94,Dhari,28498,71.02,21.33
Gujarat,Banas Kantha,13,DIsa,80928,72.18,24.26
Gujarat,Kachchh,5,GandhIdham,132487,70.13,23.07
Gujarat,Kachchh,2,Madhapar,21152,69.42,23.14
Gujarat,Kachchh,2,Mandvi,46358,69.37,22.83
Gujarat,Rajkot,65,Morvi,114502,70.83,22.82
Gujarat,Kachchh,6,Rapar,20899,70.63,23.57
Gujarat,Valsad,180,Vapi INA,22649,72.94,20.41
Gujarat,Anand  *,112,Vidyanagar,28420,72.9,22.53
Gujarat,Rajkot,72,Vinchhiya,11980,71.43,22.22
Gujarat,Rajkot,67,Wankaner,46361,70.93,22.62
Haryana,Ambala,5,Ambala,139288,76.7808333,30.3783333
Haryana,Ambala,4,Ambalasadar,103710,76.84,30.35
Haryana,Ambala,5,Babyal,21107,76.79763,30.34556
Haryana,Ambala,3,Naraingarh,17752,77.1333333,30.4833333
Haryana,Bhiwani,59,Bawanikhera,17000,76.03923,28.94583
Haryana,Bhiwani,57,Bhiwani,165176,76.14783,28.79271
Haryana,Bhiwani,56,Charkhidadri,43766,76.2666667,28.6
Haryana,Bhiwani,54,Loharu,11134,75.81,28.4279
Haryana,Bhiwani,54,Siwani,15451,75.61557,28.87918
Haryana,Bhiwani,59,Tosham,10988,75.94372,28.98825
Haryana,Faridabad,90,Faridabad,1028529,77.3166667,28.4333333
Haryana,Faridabad,82,Hathin,10639,77.2179,27.96168
Haryana,Faridabad,83,Hodal,37345,77.38627,27.86708
Haryana,Faridabad,84,Palwal,98007,77.34106,28.09206
Haryana,Fatehabad *,40,Fatehabad,58362,75.4548,29.51631
Haryana,Fatehabad *,39,Jakhalmandi,6717,75.81128,29.75655
Haryana,Fatehabad *,41,Ratia,23223,75.58041,29.68869
Haryana,Fatehabad *,39,Tohana,50226,75.9,29.7
Haryana,Gurgaon,75,Farrukhnagar,9281,76.76803,28.41331
Haryana,Gurgaon,80,Ferozepur Jhirka,17305,76.95707,27.7863
Haryana,Gurgaon,77,Gurgaon,169190,77.04,28.46
Haryana,Gurgaon,76,Haileymandi,16643,76.89083,28.42501
Haryana,Gurgaon,79,Nuh,10618,77.0167,28.1167
Haryana,Gurgaon,75,Pataudi,15661,76.79002,28.36217
Haryana,Gurgaon,81,Punahana,12847,77.2,27.8666667
Haryana,Gurgaon,78,Sohna,26879,77.07682,28.24663
Haryana,Gurgaon,78,Taoru,16795,76.93891,28.20111
Haryana,Hisar,51,Barwala,32196,75.91,29.37
Haryana,Hisar,50,Hansi,73944,75.97,29.1
Haryana,Hisar,52,Hisar,250370,75.7166667,29.1666667
Haryana,Hisar,49,Narnaund,14793,76.15,29.2166667
Haryana,Hisar,48,Uklanamandi,10676,75.8666667,29.5166667
Haryana,Jhajjar *,64,Bahadurgarh,116834,76.9166667,28.6833333
Haryana,Jhajjar *,67,Beri,15741,76.57397,28.70092
Haryana,Jhajjar *,66,Jhajjar,38026,76.65687,28.59854
Haryana,Jind,36,Jind,129880,76.3166667,29.3166667
Haryana,Jind,34,Julana,13401,76.4166667,29.1333333
Haryana,Jind,38,Narwana,49291,76.1166667,29.6166667
Haryana,Jind,35,Safidon,26682,76.6666667,29.4166667
Haryana,Jind,37,Uchana,13652,76.1666667,29.4666667
Haryana,Kaithal,15,Cheeka,30801,76.32,30.04
Haryana,Kaithal,17,Kaithal,111515,76.3833333,29.8
Haryana,Kaithal,16,Kalayat,16312,76.27,29.65
Haryana,Kaithal,18,Pundri,16595,76.55,29.75
Haryana,Panipat,26,Assandh,22137,76.8691,29.39122
Haryana,Karnal,22,Gharaunda,29124,76.9666667,29.55
Haryana,Karnal,20,Indri,14134,77.0666667,29.8833333
Haryana,Karnal,21,Karnal,205198,76.9833333,29.6833333
Haryana,Karnal,19,Nilokheri,16132,76.9166667,29.8333333
Haryana,Karnal,19,Taraori,21502,76.93,29.78
Haryana,Karnal,22,Unchasiwana,9812,77.01,29.62
Haryana,Kurukshetra,11,Ladwa,22119,77.03,29.98
Haryana,Kurukshetra,14,Pehowa,32159,76.5833333,29.9833333
Haryana,Kurukshetra,12,Shahbad,36518,76.88,30.15
Haryana,Kurukshetra,13,Thanesar,115473,76.8166667,29.9833333
Haryana,Mahendragarh,68,Ateli,5536,76.2833333,28.1
Haryana,Mahendragarh,68,Kanina,10024,76.3166667,28.3333333
Haryana,Mahendragarh,69,Mahendragarh,23499,76.15,28.2833333
Haryana,Mahendragarh,70,Narnaul,60996,76.1083333,28.0444444
Haryana,Panchkula *,1,Kalka,30112,76.88348,30.8229
Punjab,Patiala,112,Panchkula Urban Esta,131527,76.87136,30.66066
Haryana,Panchkula *,1,Pinjore,24858,76.8732,30.76591
Haryana,Panipat,25,Panipat,253584,76.9666667,29.3833333
Haryana,Panipat,27,Samalkha,28442,77,29.2
Haryana,Rewari,72,Bawal,11674,76.5833333,28.0833333
Haryana,Rewari,74,Dharuhera,17870,76.7833333,28.2166667
Haryana,Rewari,74,Rewari,98035,76.6166667,28.1833333
Haryana,Rohtak,63,Kalanaur,16598,76.4,28.82
Haryana,Rohtak,61,Kherisampla,9927,76.73,28.76
Haryana,Rohtak,60,Maham,17831,76.3,28.9833333
Haryana,Rohtak,62,Rohtak,278771,76.5666667,28.9
Haryana,Sirsa,46,Ellenabad,31548,74.65,29.45
Haryana,Sirsa,42,Kalanwali,24566,74.95,29.85
Haryana,Sirsa,43,Mandi Dabwali,51719,74.7,29.9666667
Haryana,Sirsa,44,Rania,20432,74.8333333,29.5333333
Haryana,Sirsa,45,Sirsa,154621,75.02,29.5
Haryana,Sonipat,28,Ganaur,28076,77.04,29.1
Haryana,Sonipat,33,Gohana,47301,76.69684,29.09737
Haryana,Sonipat,30,Kharkhoda,18103,76.91,28.87
Haryana,Sonipat,31,Sonipat,207589,77.0166667,28.9833333
Haryana,Yamunanagar,8,Bilaspur,9336,77.31,30.28
Haryana,Yamunanagar,9,Buria,9610,77.42,30.14
Haryana,Yamunanagar,8,Chhachhrauli,9449,77.3666667,30.25
Haryana,Yamunanagar,9,Jagadhri,98760,77.3,30.1666667
Haryana,Yamunanagar,10,Mustafabad,8383,77.13,30.18
Haryana,Yamunanagar,10,Radaur,11569,77.15,30.0333333
Haryana,Yamunanagar,7,Sadaura,13037,77.23,30.37
Haryana,Yamunanagar,10,Yamunanagar,184833,77.2833333,30.1
Himachal Pradesh,Bilaspur,48,Bilaspur,12789,76.77,31.33
Himachal Pradesh,Bilaspur,47,Ghumarwin,5477,76.71,31.41
Himachal Pradesh,Chamba,3,Chamba,19976,76.1333333,32.5666667
Himachal Pradesh,Chamba,4,Dalhousie,7232,75.9833333,32.5333333
Himachal Pradesh,Hamirpur,38,Hamirpur,16682,76.52,31.66
Himachal Pradesh,Hamirpur,37,Tira Sujanpur,6897,76.5,31.8333333
Himachal Pradesh,Kangra,18,Dharamsala,18873,76.31854,32.17878
Himachal Pradesh,Kangra,16,Kangra,9141,76.2666667,32.1
Himachal Pradesh,Kangra,14,Nagrota Bagwan,5527,76.4,32.05
Himachal Pradesh,Kangra,6,Nurpur,8930,75.88,32.296
Himachal Pradesh,Kangra,17,Yol,10616,76.2,32.1666667
Himachal Pradesh,Kullu,23,Kullu,17892,77.11,31.92
Himachal Pradesh,Kullu,22,Manali,5699,77.17,32.2
Himachal Pradesh,Mandi,33,Mandi,26467,76.93,31.69
Himachal Pradesh,Mandi,27,Sundarnagar,23594,76.8833333,31.5333333
Himachal Pradesh,Shimla,66,Rampur,5505,77.7,31.36
Himachal Pradesh,Shimla,67,Rohru,6175,77.75,31.2166667
Himachal Pradesh,Shimla,63,Shimla,138596,77.1666667,31.1
Himachal Pradesh,Sirmaur,56,Nahan,25530,77.3,30.55
Himachal Pradesh,Sirmaur,58,Paontasahib,18396,77.6166667,30.45
Himachal Pradesh,Solan,51,Nalagarh,9212,76.7166667,31.05
Himachal Pradesh,Solan,54,Parwanoo,8283,76.98,30.82
Himachal Pradesh,Solan,54,Sabathu,5476,76.9933333,30.9719444
Himachal Pradesh,Solan,53,Solan,32685,77.1166667,30.9166667
Himachal Pradesh,Una,44,Mehatpur Basdehra,8426,76.331108,31.370556
Himachal Pradesh,Una,44,Santokhgarh,8095,76.3166667,31.3666667
Himachal Pradesh,Una,44,Una,15458,76.28,31.46
Jammu & Kashmir,Anantnag,44,Achabal,5688,75.23,33.6797222
Jammu & Kashmir,Anantnag,44,Anantnag,59597,75.2,33.72
Jammu & Kashmir,Anantnag,39,Bijbehara,18551,75.09,33.79
Jammu & Kashmir,Anantnag,38,Kulgam,13183,75.0166667,33.65
Jammu & Kashmir,Anantnag,46,Pahalgam,5773,75.3333333,34.0333333
Jammu & Kashmir,Badgam,29,Badami,15532,74.7166667,34.0166667
Jammu & Kashmir,Baramula,10,Bandipore,24234,74.64,34.43
Jammu & Kashmir,Baramula,13,Baramula,58325,74.35,34.2
Jammu & Kashmir,Baramula,11,Hajan,9667,74.6166667,34.3
Jammu & Kashmir,Baramula,8,Sopore,51910,74.45109,34.30165
Jammu & Kashmir,Baramula,6,Uri,5124,74.0333333,34.0833333
Jammu & Kashmir,Doda,54,Bhaderwah,10576,75.7166667,32.9833333
Jammu & Kashmir,Doda,51,Kishtwar,15409,75.7666667,33.3166667
Jammu & Kashmir,Jammu,73,Akhnoor,10499,74.8258333,32.7444444
